file	theorem	proof_deps	resolved_deps	missing_deps	oracles	has_skip_proof
GeoTopBase_geotop_subdivide_edge_vertices_in_K.p	GeoTopBase.geotop_subdivide_edge_vertices_in_K	65	65	0	0	false
GeoTopBase_geotop_subdivide_edge_polyhedron_eq.p	GeoTopBase.geotop_subdivide_edge_polyhedron_eq	59	59	0	0	false
GeoTopBase_finite_union_closed_local_isolation.p	GeoTopBase.finite_union_closed_local_isolation	191	191	0	0	false
GeoTopBase_arc_interior_relatively_open_in_arc.p	GeoTopBase.arc_interior_relatively_open_in_arc	79	79	0	0	false
GeoTop_pair_polygon_circle_side_classification.p	GeoTop.pair_polygon_circle_side_classification	263	263	0	0	false
GeoTop_component_lies_in_component_of_superset.p	GeoTop.component_lies_in_component_of_superset	24	24	0	0	false
GeoTop_Prefix_polyhedral_theta_graph_imp_bl_3.p	GeoTop_Prefix.polyhedral_theta_graph_imp_bl_3	12	12	0	0	false
GeoTop_Prefix_polyhedral_theta_graph_imp_bl_2.p	GeoTop_Prefix.polyhedral_theta_graph_imp_bl_2	13	13	0	0	false
GeoTop_Prefix_polyhedral_theta_graph_imp_bl_1.p	GeoTop_Prefix.polyhedral_theta_graph_imp_bl_1	13	13	0	0	false
GeoTop_Prefix_geotop_subspace_topology_strict.p	GeoTop_Prefix.geotop_subspace_topology_strict	8	8	0	0	false
GeoTop_Prefix_geotop_components_complement_eq.p	GeoTop_Prefix.geotop_components_complement_eq	49	49	0	0	false
GeoTop_Prefix_arc_interior_disjoint_other_arc.p	GeoTop_Prefix.arc_interior_disjoint_other_arc	34	34	0	0	false
GeoTop_Prefix_S2_two_arcs_frontier_components.p	GeoTop_Prefix.S2_two_arcs_frontier_components	105	105	0	0	false
GeoTop_Prefix_R2_to_C_vimage_eq_C_to_R2_image.p	GeoTop_Prefix.R2_to_C_vimage_eq_C_to_R2_image	33	33	0	0	false
GeoTop_Prefix_R2_pair_top1_homeomorphism_UNIV.p	GeoTop_Prefix.R2_pair_top1_homeomorphism_UNIV	87	87	0	0	false
GeoTop_Prefix_C_to_R2_vimage_eq_R2_to_C_image.p	GeoTop_Prefix.C_to_R2_vimage_eq_R2_to_C_image	33	33	0	0	false
GeoTopBase0_geotop_subdivision_covers_simplex.p	GeoTopBase0.geotop_subdivision_covers_simplex	52	52	0	0	false
GeoTopBase0_geotop_simplex_vertices_singleton.p	GeoTopBase0.geotop_simplex_vertices_singleton	53	53	0	0	false
GeoTopBase0_geotop_simplex_to_open_star_inter.p	GeoTopBase0.geotop_simplex_to_open_star_inter	47	47	0	0	false
GeoTopBase0_geotop_simplex_face_imp_cell_face.p	GeoTopBase0.geotop_simplex_face_imp_cell_face	52	52	0	0	false
GeoTopBase0_geotop_overlay_cells_refines_left.p	GeoTopBase0.geotop_overlay_cells_refines_left	28	28	0	0	false
GeoTopBase0_geotop_open_star_open_in_subspace.p	GeoTopBase0.geotop_open_star_open_in_subspace	75	75	0	0	false
GeoTopBase0_geotop_open_star_inter_to_simplex.p	GeoTopBase0.geotop_open_star_inter_to_simplex	38	38	0	0	false
GeoTopBase0_geotop_iterated_Sd_is_subdivision.p	GeoTopBase0.geotop_iterated_Sd_is_subdivision	28	28	0	0	false
GeoTopBase0_geotop_complex_polyhedron_compact.p	GeoTopBase0.geotop_complex_polyhedron_compact	24	24	0	0	false
GeoTopBase0_geotop_complex_polyhedron_bounded.p	GeoTopBase0.geotop_complex_polyhedron_bounded	20	20	0	0	false
GeoTopBase0_geotop_chain_simplex_inter_subset.p	GeoTopBase0.geotop_chain_simplex_inter_subset	473	473	0	0	false
GeoTopBase0_geotop_chain_hull_in_rel_frontier.p	GeoTopBase0.geotop_chain_hull_in_rel_frontier	204	204	0	0	false
GeoTopBase0_geotop_barycenter_to_vertex_bound.p	GeoTopBase0.geotop_barycenter_to_vertex_bound	275	275	0	0	false
GeoTopBase0_geotop_barycenter_in_rel_interior.p	GeoTopBase0.geotop_barycenter_in_rel_interior	171	171	0	0	false
GeoTopBase0_geotop_bary_lin_inj_image_hull_eq.p	GeoTopBase0.geotop_bary_lin_inj_image_hull_eq	9	9	0	0	false
GeoTopBase0_geotop_bary_lin_image_subset_hull.p	GeoTopBase0.geotop_bary_lin_image_subset_hull	89	89	0	0	false
GeoTopBase0_geotop_bK_covers_0_simplex_helper.p	GeoTopBase0.geotop_bK_covers_0_simplex_helper	133	133	0	0	false
GeoTopBase_metric_compact_family_inter_closed.p	GeoTopBase.metric_compact_family_inter_closed	46	46	0	0	false
GeoTopBase_geotop_simplex_dim_ge_2_has_2_face.p	GeoTopBase.geotop_simplex_dim_ge_2_has_2_face	191	191	0	0	false
GeoTopBase_geotop_general_position_subset_aux.p	GeoTopBase.geotop_general_position_subset_aux	144	144	0	0	false
GeoTopBase_geotop_closed_segment_is_face_self.p	GeoTopBase.geotop_closed_segment_is_face_self	42	42	0	0	false
GeoTopBase_finite_Union_closed_empty_interior.p	GeoTopBase.finite_Union_closed_empty_interior	49	49	0	0	false
GeoTopBase_closedin_on_geotop_UNIV_iff_closed.p	GeoTopBase.closedin_on_geotop_UNIV_iff_closed	48	48	0	0	false
GeoTop_real_interval_delete_component_closure.p	GeoTop.real_interval_delete_component_closure	283	283	0	0	false
GeoTop_Prefix_polygon_homeomorphic_S1_helper.p	GeoTop_Prefix.polygon_homeomorphic_S1_helper	57	57	0	0	false
GeoTopBase0_geotop_order_complex_face_closed.p	GeoTopBase0.geotop_order_complex_face_closed	66	66	0	0	false
GeoTopBase0_geotop_complex_polyhedron_closed.p	GeoTopBase0.geotop_complex_polyhedron_closed	20	20	0	0	false
GeoTopBase0_geotop_complex_barycenter_inj_on.p	GeoTopBase0.geotop_complex_barycenter_inj_on	12	12	0	0	false
GeoTopBase0_geotop_common_subdivision_finite.p	GeoTopBase0.geotop_common_subdivision_finite	35	35	0	0	false
GeoTopBase0_geotop_cell_barycenter_singleton.p	GeoTopBase0.geotop_cell_barycenter_singleton	20	20	0	0	false
GeoTopBase0_geotop_barycenter_to_point_bound.p	GeoTopBase0.geotop_barycenter_to_point_bound	120	120	0	0	false
GeoTopBase0_geotop_bary_lin_inj_preserves_ai.p	GeoTopBase0.geotop_bary_lin_inj_preserves_ai	285	285	0	0	false
GeoTopBase0_geotop_K_carriers_of_barycenters.p	GeoTopBase0.geotop_K_carriers_of_barycenters	32	32	0	0	false
GeoTopBase_top1_path_connected_on_HOL_convex.p	GeoTopBase.top1_path_connected_on_HOL_convex	61	61	0	0	false
GeoTopBase_homeomorphism_UNIV_image_interior.p	GeoTopBase.homeomorphism_UNIV_image_interior	20	20	0	0	false
GeoTopBase_homeomorphism_UNIV_image_frontier.p	GeoTopBase.homeomorphism_UNIV_image_frontier	27	27	0	0	false
GeoTopBase_geotop_subdivide_edge_v1_notin_el.p	GeoTopBase.geotop_subdivide_edge_v1_notin_el	46	46	0	0	false
GeoTopBase_geotop_subdivide_edge_v0_notin_er.p	GeoTopBase.geotop_subdivide_edge_v0_notin_er	45	45	0	0	false
GeoTopBase_geotop_subdivide_edge_face_closed.p	GeoTopBase.geotop_subdivide_edge_face_closed	265	265	0	0	false
GeoTopBase_geotop_subdivide_edge_el_inter_er.p	GeoTopBase.geotop_subdivide_edge_el_inter_er	4	4	0	0	false
GeoTopBase_geotop_singleton_simplex_vertices.p	GeoTopBase.geotop_singleton_simplex_vertices	53	53	0	0	false
GeoTopBase_geotop_simplex_dim_imp_is_simplex.p	GeoTopBase.geotop_simplex_dim_imp_is_simplex	25	25	0	0	false
GeoTopBase_geotop_nbhd_set_open_in_euclidean.p	GeoTopBase.geotop_nbhd_set_open_in_euclidean	46	46	0	0	false
GeoTopBase_geotop_broken_line_finite_witness.p	GeoTopBase.geotop_broken_line_finite_witness	73	73	0	0	false
GeoTopBase_geotop_1dim_complex_simp_dim_le_1.p	GeoTopBase.geotop_1dim_complex_simp_dim_le_1	17	17	0	0	false
GeoTopBase_closure_on_geotop_UNIV_eq_closure.p	GeoTopBase.closure_on_geotop_UNIV_eq_closure	32	32	0	0	false
GeoTopBase_Theorem_GT_4_invariance_of_domain.p	GeoTopBase.Theorem_GT_4_invariance_of_domain	78	78	0	0	false
GeoTop_Prefix_geotop_bounded_R2_iff_bounded.p	GeoTop_Prefix.geotop_bounded_R2_iff_bounded	308	308	0	0	false
GeoTop_Prefix_broken_line_make_two_vertices.p	GeoTop_Prefix.broken_line_make_two_vertices	146	146	0	0	false
GeoTopBase0_geotop_order_complex_polyhedron.p	GeoTopBase0.geotop_order_complex_polyhedron	9	9	0	0	false
GeoTopBase0_geotop_order_complex_is_complex.p	GeoTopBase0.geotop_order_complex_is_complex	65	65	0	0	false
GeoTopBase0_geotop_is_simplex_compact_early.p	GeoTopBase0.geotop_is_simplex_compact_early	29	29	0	0	false
GeoTopBase0_geotop_diameter_norm_nonneg_bdd.p	GeoTopBase0.geotop_diameter_norm_nonneg_bdd	129	129	0	0	false
GeoTopBase0_geotop_diameter_ge_HOL_diameter.p	GeoTopBase0.geotop_diameter_ge_HOL_diameter	165	165	0	0	false
GeoTopBase0_geotop_complex_simplex_nonempty.p	GeoTopBase0.geotop_complex_simplex_nonempty	14	14	0	0	false
GeoTopBase0_geotop_chain_simplex_strip_last.p	GeoTopBase0.geotop_chain_simplex_strip_last	409	409	0	0	false
GeoTopBase0_geotop_chain_simplex_is_simplex.p	GeoTopBase0.geotop_chain_simplex_is_simplex	149	149	0	0	false
GeoTopBase0_geotop_chain_barycenters_in_top.p	GeoTopBase0.geotop_chain_barycenters_in_top	43	43	0	0	false
GeoTopBase0_geotop_cell_flag_barycenter_inj.p	GeoTopBase0.geotop_cell_flag_barycenter_inj	143	143	0	0	false
GeoTopBase0_geotop_K_carrier_contains_point.p	GeoTopBase0.geotop_K_carrier_contains_point	22	22	0	0	false
GeoTopBase_homeomorphism_UNIV_image_closure.p	GeoTopBase.homeomorphism_UNIV_image_closure	50	50	0	0	false
GeoTopBase_geotop_subdivide_edge_inter_face.p	GeoTopBase.geotop_subdivide_edge_inter_face	108	108	0	0	false
GeoTopBase_geotop_segment_eq_closed_segment.p	GeoTopBase.geotop_segment_eq_closed_segment	177	177	0	0	false
GeoTopBase_geotop_is_complex_locally_finite.p	GeoTopBase.geotop_is_complex_locally_finite	9	9	0	0	false
GeoTopBase_geotop_frontier_UNIV_eq_frontier.p	GeoTopBase.geotop_frontier_UNIV_eq_frontier	18	18	0	0	false
GeoTopBase_geotop_complex_subset_is_complex.p	GeoTopBase.geotop_complex_subset_is_complex	41	41	0	0	false
GeoTopBase_geotop_closed_segment_is_simplex.p	GeoTopBase.geotop_closed_segment_is_simplex	105	105	0	0	false
GeoTopBase_geotop_broken_line_arc_reduction.p	GeoTopBase.geotop_broken_line_arc_reduction	219	219	0	0	false
GeoTopBase_geotop_HOL_arc_imp_geotop_is_arc.p	GeoTopBase.geotop_HOL_arc_imp_geotop_is_arc	235	235	0	0	false
GeoTop_components_real_complement_singleton.p	GeoTop.components_real_complement_singleton	192	192	0	0	false
GeoTop_affine_dim_1_distinct_meet_singleton.p	GeoTop.affine_dim_1_distinct_meet_singleton	219	219	0	0	false
GeoTop_Prefix_R2_to_S2_geotop_arc_top1_arc.p	GeoTop_Prefix.R2_to_S2_geotop_arc_top1_arc	56	56	0	0	false
GeoTopBase0_top1_ball_on_UNIV_norm_eq_ball.p	GeoTopBase0.top1_ball_on_UNIV_norm_eq_ball	22	22	0	0	false
GeoTopBase0_geotop_simplex_vertices_unique.p	GeoTopBase0.geotop_simplex_vertices_unique	43	43	0	0	false
GeoTopBase0_geotop_simplex_vertices_subset.p	GeoTopBase0.geotop_simplex_vertices_subset	29	29	0	0	false
GeoTopBase0_geotop_simplex_diameter_nonneg.p	GeoTopBase0.geotop_simplex_diameter_nonneg	169	169	0	0	false
GeoTopBase0_geotop_rel_frontier_ray_unique.p	GeoTopBase0.geotop_rel_frontier_ray_unique	166	166	0	0	false
GeoTopBase0_geotop_overlay_cells_are_cells.p	GeoTopBase0.geotop_overlay_cells_are_cells	45	45	0	0	false
GeoTopBase0_geotop_open_star_inter_carrier.p	GeoTopBase0.geotop_open_star_inter_carrier	38	38	0	0	false
GeoTopBase0_geotop_iterated_Sd_Suc_refines.p	GeoTopBase0.geotop_iterated_Sd_Suc_refines	25	25	0	0	false
GeoTopBase0_geotop_flag_intersect_hull_sub.p	GeoTopBase0.geotop_flag_intersect_hull_sub	283	283	0	0	false
GeoTopBase0_geotop_complex_simplex_compact.p	GeoTopBase0.geotop_complex_simplex_compact	15	15	0	0	false
GeoTopBase0_geotop_chain_bary_rel_interior.p	GeoTopBase0.geotop_chain_bary_rel_interior	293	293	0	0	false
GeoTopBase0_geotop_cell_x_in_chain_simplex.p	GeoTopBase0.geotop_cell_x_in_chain_simplex	418	418	0	0	false
GeoTopBase0_geotop_cell_barycenter_in_cell.p	GeoTopBase0.geotop_cell_barycenter_in_cell	22	22	0	0	false
GeoTopBase0_geotop_bK_elt_simplex_vertices.p	GeoTopBase0.geotop_bK_elt_simplex_vertices	154	154	0	0	false
GeoTopBase0_geotop_ai_imp_general_position.p	GeoTopBase0.geotop_ai_imp_general_position	201	201	0	0	false
GeoTopBase0_geotop_K_carrier_subdiv_subset.p	GeoTopBase0.geotop_K_carrier_subdiv_subset	22	22	0	0	false
GeoTopBase0_geotop_K_carrier_in_polyhedron.p	GeoTopBase0.geotop_K_carrier_in_polyhedron	16	16	0	0	false
GeoTopBase_top1_homeomorphism_on_imp_cont2.p	GeoTopBase.top1_homeomorphism_on_imp_cont2	9	9	0	0	false
GeoTopBase_top1_homeomorphism_on_imp_cont1.p	GeoTopBase.top1_homeomorphism_on_imp_cont1	10	10	0	0	false
GeoTopBase_path_component_in_halfplane_pos.p	GeoTopBase.path_component_in_halfplane_pos	137	137	0	0	false
GeoTopBase_path_component_in_halfplane_neg.p	GeoTopBase.path_component_in_halfplane_neg	137	137	0	0	false
GeoTopBase_geotop_subdivide_edge_simplexes.p	GeoTopBase.geotop_subdivide_edge_simplexes	37	37	0	0	false
GeoTopBase_geotop_segment_simplex_vertices.p	GeoTopBase.geotop_segment_simplex_vertices	266	266	0	0	false
GeoTopBase_geotop_complex_subdivide_at_two.p	GeoTopBase.geotop_complex_subdivide_at_two	27	27	0	0	false
GeoTopBase_geotop_ball_avoids_finite_union.p	GeoTopBase.geotop_ball_avoids_finite_union	111	111	0	0	false
GeoTopBase_geotop_arc_preimage_is_interval.p	GeoTopBase.geotop_arc_preimage_is_interval	78	78	0	0	false
GeoTop_geotop_is_face_has_simplex_vertices.p	GeoTop.geotop_is_face_has_simplex_vertices	71	71	0	0	false
GeoTop_face_of_nonempty_imp_geotop_is_face.p	GeoTop.face_of_nonempty_imp_geotop_is_face	54	54	0	0	false
GeoTop_Prefix_theta_graph_pair_is_polygon.p	GeoTop_Prefix.theta_graph_pair_is_polygon	59	59	0	0	false
GeoTop_Prefix_theta_graph_M_decomposition.p	GeoTop_Prefix.theta_graph_M_decomposition	52	52	0	0	false
GeoTop_Prefix_polygon_interior_closure_eq.p	GeoTop_Prefix.polygon_interior_closure_eq	36	36	0	0	false
GeoTop_Prefix_polygon_exterior_closure_eq.p	GeoTop_Prefix.polygon_exterior_closure_eq	36	36	0	0	false
GeoTop_Prefix_arc_closure_interior_eq_arc.p	GeoTop_Prefix.arc_closure_interior_eq_arc	290	290	0	0	false
GeoTopBase0_geotop_simplex_dim_set_finite.p	GeoTopBase0.geotop_simplex_dim_set_finite	47	47	0	0	false
GeoTopBase0_geotop_overlay_complex_finite.p	GeoTopBase0.geotop_overlay_complex_finite	41	41	0	0	false
GeoTopBase0_geotop_diameter_le_from_pairs.p	GeoTopBase0.geotop_diameter_le_from_pairs	29	29	0	0	false
GeoTopBase0_geotop_complex_simplex_closed.p	GeoTopBase0.geotop_complex_simplex_closed	20	20	0	0	false
GeoTopBase0_geotop_complex_inter_face_HOL.p	GeoTopBase0.geotop_complex_inter_face_HOL	56	56	0	0	false
GeoTopBase0_geotop_chain_simplex_vertices.p	GeoTopBase0.geotop_chain_simplex_vertices	148	148	0	0	false
GeoTopBase0_geotop_chain_simplex_inter_eq.p	GeoTopBase0.geotop_chain_simplex_inter_eq	42	42	0	0	false
GeoTopBase0_geotop_K_carrier_rel_interior.p	GeoTopBase0.geotop_K_carrier_rel_interior	21	21	0	0	false
GeoTopBase_geotop_simplex_vertices_subset.p	GeoTopBase.geotop_simplex_vertices_subset	16	16	0	0	false
GeoTopBase_geotop_isomorphism_induces_PLH.p	GeoTopBase.geotop_isomorphism_induces_PLH	263	263	0	0	false
GeoTopBase_geotop_is_face_refl_of_simplex.p	GeoTopBase.geotop_is_face_refl_of_simplex	61	61	0	0	false
GeoTopBase_geotop_is_complex_intersection.p	GeoTopBase.geotop_is_complex_intersection	10	10	0	0	false
GeoTopBase_geotop_general_position_subset.p	GeoTopBase.geotop_general_position_subset	24	24	0	0	false
GeoTopBase_geotop_complex_point_avoidance.p	GeoTopBase.geotop_complex_point_avoidance	76	76	0	0	false
GeoTopBase_geotop_arc_homeomorphism_image.p	GeoTopBase.geotop_arc_homeomorphism_image	13	13	0	0	false
GeoTop_theta_middle_arc_unique_excludes_3.p	GeoTop.theta_middle_arc_unique_excludes_3	69	69	0	0	false
GeoTop_sphere_pair_subset_pair_complement.p	GeoTop.sphere_pair_subset_pair_complement	126	126	0	0	false
GeoTop_Prefix_simple_path_circle_path_R2.p	GeoTop_Prefix.simple_path_circle_path_R2	82	82	0	0	false
GeoTop_Prefix_polygon_simple_closed_path.p	GeoTop_Prefix.polygon_simple_closed_path	99	99	0	0	false
GeoTop_Prefix_polygon_set_interior_empty.p	GeoTop_Prefix.polygon_set_interior_empty	434	434	0	0	false
GeoTop_Prefix_polygon_interior_injective.p	GeoTop_Prefix.polygon_interior_injective	14	14	0	0	false
GeoTop_Prefix_polygon_exterior_unbounded.p	GeoTop_Prefix.polygon_exterior_unbounded	131	131	0	0	false
GeoTop_Prefix_broken_line_interior_empty.p	GeoTop_Prefix.broken_line_interior_empty	174	174	0	0	false
GeoTop_Prefix_R2_pair_homeomorphism_UNIV.p	GeoTop_Prefix.R2_pair_homeomorphism_UNIV	45	45	0	0	false
GeoTopBase0_geotop_overlay_complex_union.p	GeoTopBase0.geotop_overlay_complex_union	49	49	0	0	false
GeoTopBase0_geotop_order_complex_refines.p	GeoTopBase0.geotop_order_complex_refines	60	60	0	0	false
GeoTopBase0_geotop_linear_on_sub_simplex.p	GeoTopBase0.geotop_linear_on_sub_simplex	124	124	0	0	false
GeoTopBase0_geotop_general_position_mono.p	GeoTopBase0.geotop_general_position_mono	125	125	0	0	false
GeoTopBase0_geotop_convex_iff_HOL_convex.p	GeoTopBase0.geotop_convex_iff_HOL_convex	39	39	0	0	false
GeoTopBase0_geotop_barycenter_in_simplex.p	GeoTopBase0.geotop_barycenter_in_simplex	170	170	0	0	false
GeoTopBase0_geotop_Sd_simplex_chain_form.p	GeoTopBase0.geotop_Sd_simplex_chain_form	48	48	0	0	false
GeoTopBase0_geotop_Sd_simplex_V_in_K_top.p	GeoTopBase0.geotop_Sd_simplex_V_in_K_top	46	46	0	0	false
GeoTopBase0_geotop_K_carrier_chain_combo.p	GeoTopBase0.geotop_K_carrier_chain_combo	11	11	0	0	false
GeoTopBase_top1_homeomorphism_on_imp_bij.p	GeoTopBase.top1_homeomorphism_on_imp_bij	10	10	0	0	false
GeoTopBase_geotop_singleton_is_face_self.p	GeoTopBase.geotop_singleton_is_face_self	112	112	0	0	false
GeoTopBase_geotop_isomorphic_induces_PLH.p	GeoTopBase.geotop_isomorphic_induces_PLH	43	43	0	0	false
GeoTopBase_geotop_is_n_cell_imp_homeo_ex.p	GeoTopBase.geotop_is_n_cell_imp_homeo_ex	21	21	0	0	false
GeoTopBase_geotop_is_complex_face_closed.p	GeoTopBase.geotop_is_complex_face_closed	10	10	0	0	false
GeoTopBase_geotop_convex_hull_contains_V.p	GeoTopBase.geotop_convex_hull_contains_V	19	19	0	0	false
GeoTopBase_geotop_complex_subdivide_edge.p	GeoTopBase.geotop_complex_subdivide_edge	78	78	0	0	false
GeoTopBase_geotop_arc_first_intersection.p	GeoTopBase.geotop_arc_first_intersection	175	175	0	0	false
GeoTop_closed_segment_radial_tail_subset.p	GeoTop.closed_segment_radial_tail_subset	262	262	0	0	false
GeoTop_Prefix_pathfinish_circle_path_R2.p	GeoTop_Prefix.pathfinish_circle_path_R2	41	41	0	0	false
GeoTop_Prefix_path_image_circle_path_R2.p	GeoTop_Prefix.path_image_circle_path_R2	68	68	0	0	false
GeoTop_Prefix_pair_of_arcs_intersection.p	GeoTop_Prefix.pair_of_arcs_intersection	47	47	0	0	false
GeoTopBase0_geotop_simplex_faces_finite.p	GeoTopBase0.geotop_simplex_faces_finite	57	57	0	0	false
GeoTopBase0_geotop_radial_decomp_unique.p	GeoTopBase0.geotop_radial_decomp_unique	199	199	0	0	false
GeoTopBase0_geotop_overlay_cells_finite.p	GeoTopBase0.geotop_overlay_cells_finite	52	52	0	0	false
GeoTopBase0_geotop_order_complex_finite.p	GeoTopBase0.geotop_order_complex_finite	39	39	0	0	false
GeoTopBase0_geotop_open_star_complement.p	GeoTopBase0.geotop_open_star_complement	200	200	0	0	false
GeoTopBase0_geotop_is_subdivision_trans.p	GeoTopBase0.geotop_is_subdivision_trans	43	43	0	0	false
GeoTopBase0_geotop_conv_hull_pair_bound.p	GeoTopBase0.geotop_conv_hull_pair_bound	17	17	0	0	false
GeoTopBase0_geotop_cell_face_imp_subset.p	GeoTopBase0.geotop_cell_face_imp_subset	29	29	0	0	false
GeoTopBase0_geotop_cell_complex_carrier.p	GeoTopBase0.geotop_cell_complex_carrier	175	175	0	0	false
GeoTopBase0_geotop_barycenter_singleton.p	GeoTopBase0.geotop_barycenter_singleton	191	191	0	0	false
GeoTopBase0_geotop_K_carrier_barycenter.p	GeoTopBase0.geotop_K_carrier_barycenter	35	35	0	0	false
GeoTopBase_geotop_transport_subdivision.p	GeoTopBase.geotop_transport_subdivision	293	293	0	0	false
GeoTopBase_geotop_subdivide_edge_locfin.p	GeoTopBase.geotop_subdivide_edge_locfin	40	40	0	0	false
GeoTopBase_geotop_convex_hull_is_convex.p	GeoTopBase.geotop_convex_hull_is_convex	37	37	0	0	false
GeoTopBase_geotop_closed_segment_is_arc.p	GeoTopBase.geotop_closed_segment_is_arc	43	43	0	0	false
GeoTopBase_geotop_broken_line_vertex_at.p	GeoTopBase.geotop_broken_line_vertex_at	36	36	0	0	false
GeoTopBase_geotop_bary_coords_unique_AI.p	GeoTopBase.geotop_bary_coords_unique_AI	57	57	0	0	false
GeoTop_same_component_homeomorphism_iff.p	GeoTop.same_component_homeomorphism_iff	51	51	0	0	false
GeoTop_closed_segment_in_lines_aff_hull.p	GeoTop.closed_segment_in_lines_aff_hull	71	71	0	0	false
GeoTop_Prefix_polygon_interior_bounded.p	GeoTop_Prefix.polygon_interior_bounded	128	128	0	0	false
GeoTop_Prefix_polygon_complex_dim_le_1.p	GeoTop_Prefix.polygon_complex_dim_le_1	263	263	0	0	false
GeoTop_Prefix_pathstart_circle_path_R2.p	GeoTop_Prefix.pathstart_circle_path_R2	47	47	0	0	false
GeoTop_Prefix_continuous_on_pair_to_R2.p	GeoTop_Prefix.continuous_on_pair_to_R2	43	43	0	0	false
GeoTop_Prefix_continuous_on_R2_to_pair.p	GeoTop_Prefix.continuous_on_R2_to_pair	24	24	0	0	false
GeoTopBase0_geotop_overlay_cells_union.p	GeoTopBase0.geotop_overlay_cells_union	48	48	0	0	false
GeoTopBase0_geotop_is_subdivision_refl.p	GeoTopBase0.geotop_is_subdivision_refl	26	26	0	0	false
GeoTopBase0_geotop_in_T_chain_to_alpha.p	GeoTopBase0.geotop_in_T_chain_to_alpha	146	146	0	0	false
GeoTopBase0_geotop_classical_Sd_exists.p	GeoTopBase0.geotop_classical_Sd_exists	696	696	0	0	false
GeoTopBase0_geotop_chain_vertex_subset.p	GeoTopBase0.geotop_chain_vertex_subset	73	73	0	0	false
GeoTopBase_top1_is_path_on_of_HOL_path.p	GeoTopBase.top1_is_path_on_of_HOL_path	73	73	0	0	false
GeoTopBase_subspace_topology_UNIV_UNIV.p	GeoTopBase.subspace_topology_UNIV_UNIV	22	22	0	0	false
GeoTopBase_geotop_singleton_is_simplex.p	GeoTopBase.geotop_singleton_is_simplex	68	68	0	0	false
GeoTopBase_geotop_self_in_component_at.p	GeoTopBase.geotop_self_in_component_at	32	32	0	0	false
GeoTopBase_geotop_complex_subdivide_at.p	GeoTopBase.geotop_complex_subdivide_at	189	189	0	0	false
GeoTop_Prefix_polygon_interior_unique.p	GeoTop_Prefix.polygon_interior_unique	101	101	0	0	false
GeoTop_Prefix_polygon_exterior_unique.p	GeoTop_Prefix.polygon_exterior_unique	90	90	0	0	false
GeoTop_Prefix_polygon_components_card.p	GeoTop_Prefix.polygon_components_card	172	172	0	0	false
GeoTop_Prefix_pair_of_arcs_polyhedron.p	GeoTop_Prefix.pair_of_arcs_polyhedron	334	334	0	0	false
GeoTop_Prefix_pair_of_arcs_is_polygon.p	GeoTop_Prefix.pair_of_arcs_is_polygon	92	92	0	0	false
GeoTop_Prefix_broken_line_make_vertex.p	GeoTop_Prefix.broken_line_make_vertex	113	113	0	0	false
GeoTop_Prefix_arc_endpoints_imp_param.p	GeoTop_Prefix.arc_endpoints_imp_param	78	78	0	0	false
GeoTop_Prefix_R2_to_C_image_connected.p	GeoTop_Prefix.R2_to_C_image_connected	49	49	0	0	false
GeoTopBase0_geotop_vertex_stars_cover.p	GeoTopBase0.geotop_vertex_stars_cover	154	154	0	0	false
GeoTopBase0_geotop_simplex_obtain_HOL.p	GeoTopBase0.geotop_simplex_obtain_HOL	54	54	0	0	false
GeoTopBase0_geotop_simplex_dim_unique.p	GeoTopBase0.geotop_simplex_dim_unique	47	47	0	0	false
GeoTopBase0_geotop_flags_chain_subset.p	GeoTopBase0.geotop_flags_chain_subset	133	133	0	0	false
GeoTopBase0_geotop_flags_chain_strict.p	GeoTopBase0.geotop_flags_chain_strict	52	52	0	0	false
GeoTopBase0_geotop_convex_hull_eq_HOL.p	GeoTopBase0.geotop_convex_hull_eq_HOL	30	30	0	0	false
GeoTopBase0_geotop_conv_hull_pt_bound.p	GeoTopBase0.geotop_conv_hull_pt_bound	162	162	0	0	false
GeoTopBase0_geotop_closed_star_closed.p	GeoTopBase0.geotop_closed_star_closed	56	56	0	0	false
GeoTopBase0_geotop_cell_face_imp_cell.p	GeoTopBase0.geotop_cell_face_imp_cell	25	25	0	0	false
GeoTopBase_top1_homeomorphism_on_comp.p	GeoTopBase.top1_homeomorphism_on_comp	42	42	0	0	false
GeoTopBase_straight_line_path_in_face.p	GeoTopBase.straight_line_path_in_face	302	302	0	0	false
GeoTopBase_homeomorphism_UNIV_imp_bij.p	GeoTopBase.homeomorphism_UNIV_imp_bij	28	28	0	0	false
GeoTopBase_geotop_simplicial_on_eq_on.p	GeoTopBase.geotop_simplicial_on_eq_on	43	43	0	0	false
GeoTopBase_geotop_is_simplex_nonempty.p	GeoTopBase.geotop_is_simplex_nonempty	49	49	0	0	false
GeoTopBase_geotop_in_span_b_via_perp2.p	GeoTopBase.geotop_in_span_b_via_perp2	160	160	0	0	false
GeoTopBase_geotop_broken_line_compact.p	GeoTopBase.geotop_broken_line_compact	45	45	0	0	false
GeoTopBase_geotop_ball_avoids_simplex.p	GeoTopBase.geotop_ball_avoids_simplex	7	7	0	0	false
GeoTop_Prefix_bounded_linear_R2_to_C.p	GeoTop_Prefix.bounded_linear_R2_to_C	14	14	0	0	false
GeoTop_Prefix_bounded_linear_C_to_R2.p	GeoTop_Prefix.bounded_linear_C_to_R2	14	14	0	0	false
